id_empresa,ano,ingresos,ebitda,activos_totales,pasivos_totales,patrimonio,caja,gastos_intereses,cuentas_cobrar,inventario,cuentas_pagar
88,2022,2160610.0947424723,184929.80222970297,1392153.1607333985,606574.6053817102,785578.5553516883,140912.78110052182,36562.06610919028,539725.0835244715,193883.52980152683,208986.8138281717
88,2023,2432423.271140182,213073.85898207274,2490324.7600518586,1223827.725393836,1266497.0346580227,299834.1039627024,66023.8513054376,517305.2268391026,309199.0247255526,212527.43515374165
89,2021,4190242.738780694,584055.4752622788,4192251.0869337893,1458839.014376871,2733412.0725569185,241562.60703260987,68588.95639012527,428467.6749288991,263664.60784124455,395974.4205957814
89,2022,4290020.808574229,627831.5926384085,5012283.314142047,2302760.8124673273,2709522.50167472,433117.4431635358,93520.27156447504,514828.29402276134,618693.5676082313,365846.33420421823
89,2023,4392174.793996608,513203.81345982366,3400603.4855383197,1531980.3691167438,1868623.116421576,407205.1797143018,61047.541641695156,1089907.5707928585,463413.9521447907,314612.0071435837
90,2021,2097083.9800970266,221884.1792375036,2268026.630033181,869190.9224417221,1398835.707591459,191829.62594733766,44369.93025029597,232571.83445366778,304440.5997898023,143026.99704630335
90,2022,2353558.0410663653,355006.16828313353,1917230.5929809331,839568.0471085669,1077662.5458723663,204711.5610779362,46917.084908562705,424788.1843011348,137606.55614407116,209556.30092010484
90,2023,2641398.964104366,315412.80139921664,2475428.031167578,1038706.1604890054,1436721.8706785724,321481.526662326,39656.00827274337,457701.8743720998,399560.64825732104,251661.14790573777
91,2021,1605812.1313046562,129553.23668704297,1732741.2047555107,794439.0742904077,938302.130465103,200109.78652952315,59403.86317952832,221907.66244152855,234291.1096105662,168026.9835617325
91,2022,1594427.976076472,85007.07647434242,1285352.5437227683,703019.1450111512,582333.3987116171,174373.3217839764,45029.35766281012,262818.12336083996,171168.1296030507,221500.40889150195
91,2023,1583124.5270453163,150628.20003500103,1211267.5052841054,749897.8207037416,461369.6845803638,105129.24945800343,48122.942528337306,356096.35872701893,178666.49055068553,193322.56958023855
92,2021,1636663.6326186997,216206.59505955267,1157288.0516938786,553197.6832225593,604090.3684713193,203755.5502788839,28276.153306965753,215467.75001616633,93435.60980175759,127659.26872808495
92,2022,1756557.4664781303,194346.6190357604,1346140.019421201,501016.78135767684,845123.2380635241,204217.21848569677,29572.297608949237,280356.5398989528,172465.31258224792,125681.39875467913
92,2023,1885234.1260269869,180242.52172575836,1185102.5346808461,654435.4229383519,530667.1117424943,127201.01275030074,39867.00394149016,410371.31212266465,192551.29497398032,212629.58881913274
93,2021,3113768.8266758667,246490.11772889804,2276800.4487853018,1496715.8183014444,780084.6304838574,154901.35212756044,130892.22524795479,440273.2854421099,320383.89366677497,360557.5777901217
93,2022,3009532.4461295754,220637.07768455835,2279413.4862405136,1120905.4322913436,1158508.05394917,54606.9746817989,88364.28208325642,607544.5189884093,521795.9255017289,433018.3773543368
93,2023,2908785.4778146315,281203.1165469008,1748347.8047492295,1026515.8032310426,721832.0015181869,165751.9712510002,84448.26051644873,659423.3314320666,168061.8455050491,357194.1008338955
94,2021,3477476.647997056,524576.5231906133,2338151.9810346523,1076641.701873472,1261510.2791611804,211059.38156376698,53766.28702428155,647161.9683698607,641470.8659510622,216820.37430829724
94,2022,3636125.2422381984,484008.33095791825,3395443.6429097042,1212681.5925640673,2182762.050345637,343421.615816508,46931.83942303879,590790.2260778229,547772.3641393434,292965.72231409553
94,2023,3802011.664077461,556966.4093446442,3798677.7894507796,1435436.431992027,2363241.3574587526,464706.9389667927,56615.154067973686,937167.032604595,238711.05103922726,294063.94528277346
95,2021,2119950.0124529125,327959.877256027,2498377.7231389843,1065617.0061685694,1432760.7169704149,220109.47472199926,62715.95680382046,383325.33714119403,145891.72014384318,222295.17308513087
95,2022,2203239.3239990864,310276.455311335,1323004.3815828213,603449.2975972855,719555.0839855358,269331.89224104595,32460.356737461498,499054.9060624414,335801.2365234187,176732.0921121352
95,2023,2289800.9341263995,245082.51594211377,2604428.9936276213,974016.854238331,1630412.1393892905,115925.92734414425,44149.19063958857,476973.4121720097,133763.1574935707,239082.01401914516
96,2021,4867360.735006968,489473.12691239524,4566670.154835765,1730120.0573634556,2836550.0974723096,570094.7970424686,73880.92234082037,1117254.236373292,572667.433930064,453998.01295158826
96,2022,4575663.33945509,661555.8222995182,3308492.0706974394,1111624.9195906583,2196867.1511067813,483799.8913012779,50058.4590305893,529232.0514310187,382492.6196368021,419655.2372874324
96,2023,4301447.1570707075,545244.6555147277,2969136.189185098,1265351.8581454705,1703784.3310396273,527940.0447846182,67261.61991929689,1069980.875094875,396598.6283853954,325440.9758147525
97,2021,3430340.4512154027,363554.5996181951,2630480.4154578266,1200372.9918019173,1430107.4236559093,417470.0501639947,66311.37111900633,745083.3328364717,421113.86434977024,362038.14844756445
97,2022,3555593.1514315843,414510.29348015826,3213472.997169373,1336562.1938203736,1876910.8033489995,282898.5623551909,68314.02933379421,727075.2231157089,498857.8789127769,374581.0607977862
97,2023,3685419.2282949393,568368.4393364252,3505232.033877052,1896487.1783160756,1608744.8555609763,466352.1831780144,107984.17442520207,819548.8415188596,226679.04018514577,290150.7886039333
98,2021,4050285.1888154806,582608.2191556585,4257475.319539076,1841729.7881804032,2415745.5313586723,288036.15649072937,111729.6931266252,813586.199992501,309545.5309076741,316047.1038800845
98,2022,4052299.1684508366,503489.33557742723,2484986.549900362,1268210.0373199459,1216776.512580416,171780.055052015,63545.274025278944,926666.0236178777,464579.5322107664,360311.5752141084
98,2023,4054314.149525297,405702.0701312123,3122353.975352388,1539335.337278558,1583018.63807383,270302.73085824505,87439.59093548195,965094.9009695385,241729.25825080494,274740.3834279969
99,2021,3997837.767264301,682362.3341103229,3189810.906885427,1157512.3593664335,2032298.5475189935,248065.23285995622,47717.62624454677,444595.85046397656,454493.26642212935,383214.2460397854
99,2022,4224792.02497525,489912.25397722214,3374741.504694874,1312809.4347973168,2061932.0698975571,578651.0551063528,63536.80270118853,622309.3904921305,419516.468531482,263193.3774165309
99,2023,4464630.3060237365,615729.9602187083,3014648.6069620866,1044129.9975666157,1970518.609395471,249682.9577599824,39887.07816961897,671030.1701321563,313128.07471196953,351467.90499776974
100,2021,3077965.4740887196,394922.29276453634,1989828.585784809,802943.0678508845,1186885.5179339244,172909.58969563182,28793.333905583877,768360.8067071419,295226.2660193025,198798.1556270737
100,2022,2773097.3172903894,343216.0441409229,3259070.0792733827,1135290.7400836016,2123779.339189781,179534.63268896207,59655.85227388161,685390.8341213977,536368.9890921375,291168.38635004807
100,2023,2498425.9231952303,328615.9168997368,2624758.7237593615,870608.6631840736,1754150.0605752878,221311.33035921762,38009.84959358324,354163.65105659567,373463.5345585863,169859.79467759767
101,2021,3104916.490038385,301715.12250692514,2911615.700653768,1007523.7994046588,1904091.9012491093,321640.88137188077,38050.71291442489,504157.04036178143,444984.00559599884,300078.6830986319
101,2022,3001396.0389436837,405907.2633888028,3422127.6474788776,1558897.1594145396,1863230.488064338,231441.79240714374,67134.21828329614,492087.40606343216,319252.3933872447,237454.86034228912
101,2023,2901327.0442180126,373710.8938924774,2652510.5626661554,1373047.8962882068,1279462.6663779486,385606.92314344883,63060.636426575205,378779.847187596,313466.72501025687,185265.53316589454
102,2021,1882035.1407826564,259794.57972641912,1933554.8470790694,682744.5958616236,1250810.2512174458,181992.57372183818,37916.654480351695,240161.3957012037,164208.2162883335,204369.21204909688
102,2022,1980749.1953908394,299143.9536115476,2159259.8043339513,943632.5582191627,1215627.2461147886,205500.15702435144,52548.156286166966,410132.7593064149,214730.2946777678,177425.73254719764
102,2023,2084640.8709509538,262874.3635861481,2135628.966350093,934757.4798714517,1200871.4864786412,117059.79297719212,37841.348123599506,224735.2019772432,133508.09298192436,168091.45618913067
103,2021,2803887.621753456,447982.5533274129,2443147.699544737,1171805.9046928089,1271341.7948519283,343563.9035969938,60056.556612534085,518891.78163631173,269403.6522465189,258295.88992789184
103,2022,3206389.2437509866,481104.09576191165,3278850.6892441646,1372402.9878422949,1906447.7014018698,186820.69580399318,50514.533817858784,781188.026009972,236097.5463054785,242870.3053531971
103,2023,3666670.4837523694,358862.5079144873,3410050.614144734,1366365.3883699114,2043685.2257748228,276990.95782080374,55910.66627537699,493153.35988605744,313435.27953118074,373175.16786231054
104,2021,4193881.0684784097,500257.5951719404,2923649.669759717,1167979.6857461112,1755669.9840136056,209340.38625653923,69666.14553313884,892445.1143259358,569027.7229342064,376088.26825365674
104,2022,4087239.083299023,458754.0532488397,4227597.043245934,2099589.3280219273,2128007.7152240067,363251.0402646846,138523.15492986658,779922.1749252043,730557.0926305054,492244.0772112412
104,2023,3983308.789943345,391861.0490489401,3961266.8262635767,2128338.1542581264,1832928.6720054504,209403.48909771678,145943.16567804507,659791.9487406582,625384.4112911297,537111.6526144433
105,2021,4583201.762733189,534625.6614582515,3071020.667807504,1152001.9238677109,1919018.7439397932,620287.7801031128,64742.763867007634,824338.5017489297,687804.7956731614,431368.5655469337
105,2022,4685659.430376447,623252.6688361773,4964812.72907765,2437082.0203253897,2527730.7087522605,273249.2593817738,144477.15720137575,1050989.4196837621,558556.7360297677,435507.85906415223
105,2023,4790407.543477342,650500.3328104434,3509809.6736826794,1686414.4546505946,1823395.2190320848,637711.8067396659,90532.00788699041,874569.3006420537,416749.35195717524,469458.63470013154
106,2021,1305475.0349173844,142462.37431585888,859446.6763390705,416763.2876028092,442683.38873626135,169671.97354296048,25649.025871509908,142914.03713211653,75321.72899900962,164919.7679962437
106,2022,1326224.5689593449,135662.18132801575,1407200.4864944648,566966.0609220288,840234.425572436,170349.7670793273,32809.902674349,234433.25534323714,85674.04714110614,114874.57995096955
106,2023,1347303.901083569,156228.25365626646,913193.3150559807,490499.464594863,422693.8504611177,45735.076134495415,26390.01488425185,243886.14501523355,236720.06969312494,175142.6074476801
107,2021,4979369.340099046,646595.3226688163,5890955.272059278,3209255.7008514213,2681699.5712078563,623024.0805011987,180720.8239351957,642372.0942890306,741351.2621976268,488061.7518616293
107,2022,5323965.596415428,784074.9976887446,5637818.4259307645,2831703.108791842,2806115.3171389224,395865.97192361666,131749.5324691596,1080041.9951471428,893116.0602112173,615089.8818590537
107,2023,5692409.567523922,692012.7099459396,4006258.3415409685,1628121.3107225015,2378137.030818467,301541.56473521347,80627.49795019085,792727.7839817221,920609.341754125,393025.3499171041
108,2021,1482203.9104051269,214465.35078809725,1175234.9565339452,508686.06292477594,666548.8936091692,179930.46837364617,22867.554925585515,302393.76890046865,262598.1485178222,133289.4699469736
108,2022,1505301.3188705011,206372.41494339108,1736520.2321379168,734947.2540474429,1001572.9780904739,138366.1418683049,32898.07081783145,195489.03039025498,146079.45305323246,145246.15737264362
108,2023,1528758.6577571025,185337.00374884479,934426.1823607294,314656.24571149866,619769.9366492308,70660.69967422569,12988.199562991982,271989.64024961734,235575.05825384625,102111.18803108766
109,2021,4902242.870465616,545472.4852684018,5469931.79495414,2476477.739984118,2993454.054970022,574923.698716016,153209.57813932936,1190177.87709342,684681.1102394996,442175.72608305543
109,2022,4866258.881488073,569664.290462003,5752895.859851394,2322581.036301234,3430314.82355016,564486.5574347373,132058.68755362488,1190390.350067233,579268.4850037082,457596.84584907215
109,2023,4830539.026193203,604234.6133800824,3390015.832854648,1840847.554644828,1549168.2782098202,440760.0351288359,81815.07371186366,865555.4500215454,907828.7670623389,524515.2952518025
110,2021,2866907.4515435053,410384.7733814986,2283937.7363827205,844751.3161039448,1439186.4202787757,325750.16794703103,31928.338943677936,399096.5774235864,378753.44941991137,195399.32259630805
110,2022,2754034.1037050732,340827.3513717215,2388989.8460863805,785977.3024370823,1603012.5436492981,370465.4788760858,39040.93370954757,395963.24573720567,318592.3306514804,200436.62996788774
110,2023,2645604.705616535,362602.9175735476,1834242.3893593075,648546.5892995528,1185695.8000597546,148838.00695437743,29199.779607037573,350960.2524467096,218977.13448761692,258170.449558276
111,2021,1948304.1373385524,294663.10840331076,2277953.797459963,744695.5092312817,1533258.288228681,94997.49951058284,38118.32822326317,450014.02388739656,181517.08594389944,115393.52502602246
111,2022,1974583.8114153554,315561.5987505741,2102377.3377252985,889356.1027438006,1213021.2349814977,172643.21573597123,46250.379067990056,374141.6414588794,241612.93921854004,188063.73123718766
111,2023,2001217.9585214702,325896.41256067384,1411900.194180592,557665.373563442,854234.8206171499,168322.1519186938,25010.002499955193,484125.79763780563,225879.25021433842,112555.1543252978
112,2021,3386077.9557003207,477875.2796686613,3231557.680634346,1414840.8180522432,1816716.8625821027,370111.1607351429,70702.76972932693,422188.94422467065,371647.62041790504,258036.42030084075
112,2022,3467523.4260741314,516204.51333421766,2086892.1815489836,764584.343115399,1322307.8384335847,376774.93311267736,31621.577700178837,775381.7247000772,552558.9574824036,359084.1770208763
112,2023,3550927.9076494547,389917.55678394117,3745825.374169085,1309130.3134938946,2436695.0606751908,185528.1827615328,49916.83233126187,533640.2637619544,211224.58129578727,341062.20098548435
113,2021,1956283.1690206332,110861.49912750945,2244161.027598229,1107025.3555468752,1137135.6720513536,164963.58412062988,79600.02062560164,326798.3228597243,278698.74347910174,226185.99040957706
113,2022,2031236.5694453104,194560.41960462378,2429643.9450625353,1081239.5773015164,1348404.367761019,103153.41144290676,67142.53677132151,416787.366284238,264455.61108388857,264120.5462692631
113,2023,2109061.748518492,181189.04663116316,1727348.116879308,874582.715916303,852765.4009630049,192372.00644245167,60160.28874525656,248299.74408369293,397404.289279054,277103.9222971893
114,2021,2085171.4990653303,273965.446751533,1457819.7628489258,777171.1314867435,680648.6313621823,211312.1459949565,45322.476114261095,336371.2302880591,134122.4501184837,272643.7311480769
114,2022,2031990.840827903,182178.1598658828,1809763.7054809043,972195.4282865832,837568.2771943212,238561.43510285806,70096.48044655712,481797.1518255947,273662.02458866,179991.98267261413
114,2023,1980166.5134303293,205763.31245627636,1382772.3461404103,680224.4412658788,702547.9048745314,86018.08772393987,42784.85345884479,291516.83625800884,134670.35374201214,236757.19661604575
115,2021,2737957.7530113175,336347.21808155737,1871022.2055229116,1098350.4189841624,772671.7865387492,217870.15782631887,72454.34638595392,374448.63105864445,408539.54473646387,290436.06951822975
115,2022,3031607.187317224,252512.32867460678,2698048.000802566,1226301.927977936,1471746.0728246297,268759.87946019456,89292.79254450568,746751.868502841,383929.5679868823,313287.1056026107
115,2023,3356750.895109761,366636.78985237435,2919578.9635991557,1555319.9256595755,1364259.0379395802,357416.5178009209,85306.54581319845,540904.5062603925,304669.77742968657,290293.34279808175
116,2021,1134989.6262574238,169776.93640882624,719600.2910709487,350216.5960065055,369383.6950644432,113571.56115325665,15032.453171380654,208831.8266752153,91003.72658843709,93272.97958373789
116,2022,1162767.9335057086,190162.7849580325,1166289.7281801098,366771.8211294136,799517.9070506962,151624.803822887,15870.786379019399,200180.11952447204,150796.4233774343,62994.58109064095
116,2023,1191226.1010238396,119268.90047975768,838178.1020318063,354969.15853904514,483208.9434927611,170364.2889244784,15862.291390416469,208240.853419302,64436.75633739599,108360.88202902574
117,2021,4430232.260432987,561448.2099270473,4347052.357282105,2225983.562427477,2121068.794854628,198990.89201805159,102170.58318144153,823190.4062830524,579056.1797394161,348663.8013385663
117,2022,4429808.718119853,544533.4697750596,4687676.098117353,1690786.760470003,2996889.3376473505,466911.9392421966,77467.24963305256,836567.3064784909,597084.3171307164,440700.9558941621
117,2023,4429385.216298523,605406.7926080025,4276258.117965806,1852920.3581501076,2423337.7598156985,321732.34432614304,100421.98293460418,1092263.651675286,437269.0688455831,349924.39818288595
118,2021,2125552.3785628434,113636.41913035273,2136341.0135947703,1269954.8861578135,866386.1274369569,179237.53149950074,113290.6538248293,467771.59756361874,330323.33963757893,268892.31685713027
118,2022,2145015.2068810896,122264.74476225518,2080482.4241604703,1393248.555839881,687233.8683205892,57647.058304933315,113818.12067713108,254895.55351856674,336737.9751321356,353262.3126369101
118,2023,2164656.2484910735,142200.63338240515,1902393.0928694766,1199475.474970078,702917.6178993986,81209.10614335332,95142.82070926134,277811.19742325303,163245.74634475884,266034.2755910291
119,2021,4053278.017106757,430928.70245095843,4166360.567674533,2007507.0947229632,2158853.4729515696,456791.4367647771,94994.60390292045,581834.7773429416,313990.9679387974,310776.39872689295
119,2022,4189236.744641505,422345.6713230899,2514206.398860574,1420143.0579030402,1094063.3409575336,366660.4786234128,70935.74210119496,844776.6298248213,659691.691795899,418446.7002625355
119,2023,4329755.923128508,447252.95072913065,3602346.836326389,1751368.7564246636,1850978.0799017255,501945.16486577207,97294.372773326,660190.2646592493,557416.3673168024,517936.46835713513
120,2021,2526852.8740927675,382865.8520802855,1596644.4563484532,740347.2371233718,856297.2192250814,312257.69415431336,37926.17260891644,521050.21279974264,289411.5559045929,256571.22093515395
120,2022,2792645.67458821,428330.6527729652,1793541.0185726923,661201.8694251946,1132339.1491474977,144741.79987164878,26476.192153003238,431106.2355700061,269684.52375923,180699.94010653123
120,2023,3086396.498884533,219457.21428931004,2513655.24650759,1188778.9326889655,1324876.3138186247,147952.03727451235,53091.39525676216,730670.4478876004,305227.1875793498,337020.6704146561
121,2021,2404016.406987447,391773.2675693235,2619715.354841859,1203279.782426113,1416435.572415746,315651.84112198686,42100.27347373836,310717.68066281104,277600.0039896445,217751.01605949964
121,2022,2579559.60329252,385398.04044671246,2909483.2886844506,1388127.085574078,1521356.2031103726,194656.31856326907,66064.17301519045,559170.5671017775,488093.5123966477,270120.0937005001
121,2023,2767921.103865166,380941.98080837127,2601303.0914233555,1209787.328526301,1391515.7628970544,227009.05625306474,60668.15716961843,681460.000374579,423224.73895681207,287799.5034848835
122,2021,4279176.109677706,558391.979855093,3643785.598027521,1530379.607162929,2113405.9908645917,432478.4583508311,106519.86156126256,500340.5520228415,790251.3972424784,423736.6506750536
122,2022,4413061.054432765,563622.224937524,3940465.894619642,2215134.011125187,1725331.883494455,467136.26170169405,115097.0132431207,709784.9171393899,780229.9165023478,503470.21669002186
122,2023,4551134.931349677,513193.4943469811,5174786.049851025,2633683.7595942565,2541102.290256769,217402.8755085374,150858.27122420713,849743.6371894763,578967.9495277472,513970.29557240073
123,2021,2495353.820050485,230969.4362637645,2324202.681340973,1230380.3039600162,1093822.3773809567,302560.0051476593,59091.03561097128,447965.9301755659,434116.1494070428,282722.01331946085
123,2022,2488570.4248984805,398948.0949104231,2930902.3191334778,1020605.4459468944,1910296.8731865834,182662.25875438657,55528.18032050437,272890.6867152528,345735.4786945239,207004.46906470275
123,2023,2481805.4697967083,345458.82094570156,1495498.2365142303,556366.617960376,939131.6185538543,336859.7373807566,24587.60557405553,571395.5733863823,184470.99043210453,215628.59153853916
124,2021,1741927.7830862252,208193.66765676142,1194663.6490102494,451628.7136361362,743034.9353741133,80323.40773143806,24734.12417468046,277749.6702081569,130581.80445317304,179054.85262479843
124,2022,1755677.5862006098,167423.9189814127,1297802.0050351005,467542.4084022229,830259.5966328776,78571.15716960505,26639.26363747661,191751.50914461745,259661.88162624635,193653.65804838407
124,2023,1769535.9225662118,192506.33237681966,1588116.076980495,654545.7997838141,933570.2771966808,122698.71525056304,28158.988603863483,332158.0825150643,106424.84300063345,123959.73197652235
125,2021,2958212.9431905053,308135.90693089965,3380655.8747978094,1996543.7658137553,1384112.108984054,217978.14497507125,120109.66010350293,314497.8127963631,175856.4883068998,320381.79754796275
125,2022,2854886.0261703045,352502.20874799247,2307048.700010982,990356.414444607,1316692.285566375,107080.1009381981,68380.07102088035,465827.78634220106,219895.36847073995,383435.7993598693
125,2023,2755168.197469955,258305.5516069484,3292010.061227357,1542969.9649791548,1749040.0962482023,100306.85681995965,103581.8350448738,470866.20940969355,261762.32737832103,264575.87162306625
126,2021,2704037.7452280084,373746.9565970094,2782619.201834809,1234892.2538074246,1547726.9480273845,361531.33564858325,56345.68291451101,303691.3682365402,349875.20056220837,290104.0447924508
126,2022,2914648.8531817724,303546.38736674486,2776534.657461691,1030164.3245367474,1746370.3329249439,281301.8673151481,38922.05948070596,400753.2515213208,416738.8410763511,185949.98855869312
126,2023,3141663.962474568,506120.8388723555,3520570.9081454263,1185695.879256087,2334875.0288893394,323998.5369226415,55861.07000495638,738981.8032889082,412209.3417874804,203406.83985910492
127,2021,1134636.528861304,151027.48666946363,1130040.319305965,416458.4824010673,713581.8369048977,146876.94231109758,16208.594714697705,281747.609517749,180228.67450370666,68908.09831754844
127,2022,1254301.4605412122,167787.79548938567,1026493.3483902116,369527.58711607015,656965.7612741415,120806.1164723359,14874.871359570836,235095.0196802222,210806.17496518575,88967.02577334367
127,2023,1386586.9059360526,165314.0794549187,863116.012388389,348939.02370769525,514176.9886806937,115839.74605105963,15485.706875476562,146693.8306271033,107404.90138743496,99860.97415135712
128,2021,2662715.4212084413,362766.7712384319,2384275.0676734536,1228465.4085928935,1155809.65908056,172960.35629932416,57590.11705490416,438542.82625789486,174978.7360254205,254594.83170442446
128,2022,2647691.411195612,406712.47497476975,2910460.3670096956,1254328.138059538,1656132.2289501575,343229.85379235283,65997.09039417369,329597.48706656584,270201.79743657325,207745.1435791671
128,2023,2632752.1721181474,380362.2773383633,2638353.6484271945,973887.9774353737,1664465.6709918207,351223.31575412175,43185.9494378458,548523.1784946099,513515.60727605416,177915.9046688215
129,2021,4581237.275914056,634306.6253443002,3770858.3810603525,1836250.863725015,1934607.5173353376,650555.9070886862,85683.64859507274,564656.2441272853,785954.8061363787,346546.5123544195
129,2022,4729717.389651446,651661.9382073865,4486553.08842467,1782367.4319159887,2704185.656508681,639159.6685362115,76840.6682282204,603168.1284546206,555859.4390379252,465496.73640408594
129,2023,4883009.815619721,655299.7134056734,5112911.325568475,2147715.9778519794,2965195.3477164954,343917.65493243124,110144.65986236982,1028164.8739851041,588147.4739208532,505351.3801581818
130,2021,4939514.223722259,371652.5408173453,5844370.871252106,3535489.155787361,2308881.7154647447,183459.08466273794,353846.1665856286,968798.8610023989,529480.2720093924,903059.8296204408
130,2022,4839114.33921838,279561.95734788047,3381936.4724050607,2502569.6636051866,879366.808799874,257271.81988857238,248818.93802241873,915660.2966759022,888868.9793027254,881028.3577360284
130,2023,4740755.168912667,266595.7506063925,4126314.7352343067,2489126.3283956093,1637188.4068386974,368511.07680351863,257870.1132527002,937810.8360149686,731459.4895073161,891977.7926165232
131,2021,4644971.5729552535,384242.3249893702,2877331.0670907306,1583060.767592638,1294270.2994980926,320693.9582410061,86045.41876412215,727412.4325863235,726048.1756163118,564643.1051223932
131,2022,4660764.490493707,400282.0341383918,3358504.7114378475,1586733.1675663507,1771771.5438714968,517931.6706967153,89934.28501645804,686591.876574885,395020.3875374319,396828.2265565004
131,2023,4676611.104000039,686071.4300260539,3469612.6535611376,1450492.593291092,2019120.0602700457,465421.02322278026,103691.17490113672,800696.9557957654,422946.36317645403,402686.91244484385
132,2021,3999544.4875752656,505230.70454017614,3055795.5333612612,1393265.6161676343,1662529.917193627,329989.3748747771,76302.64144431447,469859.297949054,350288.05525257665,410283.45386303356
132,2022,4025323.6685580295,515735.4252532372,4373233.210483234,1834772.517120417,2538460.693362817,214822.12769925993,114128.27569706885,499646.82415461633,214786.81003176913,462763.8571060805
132,2023,4051269.010005868,565538.6457712066,2465192.319829086,1120339.8294576989,1344852.490371387,330349.35898578767,60585.933965484284,485613.2379418823,627852.2929626334,517696.67359365436
133,2021,3828257.4384097657,423603.89336079964,3326623.2329932437,1374470.0240156783,1952153.2089775654,316537.3314236099,74391.82043419323,738512.4105327823,308045.029950138,427605.5170587636
133,2022,3637966.5919518587,451861.8935811917,3174745.5972844907,1347542.918528114,1827202.6787563767,328459.85647266614,56480.245604060416,662301.4080841714,467776.4238666224,290320.9777235459
133,2023,3457134.5153985973,486277.9199041044,3242543.029327693,1677945.675718309,1564597.353609384,363321.77309013996,81256.03861223278,721843.4768011015,518111.08720705827,367667.6036330467
134,2021,3785806.696697536,539715.6163052169,4341058.908058199,1384357.5758195117,2956701.332238687,498747.89992971485,62499.29496066988,903500.1003932576,209402.18880836168,257926.23940395875
134,2022,3786030.3876380245,535839.3676481372,3375095.9071144992,1146398.9010998008,2228697.006014698,501356.0188022269,45585.15671291749,709975.4699754808,254321.05206372045,350392.00673595833
134,2023,3786254.091795679,403108.1076314542,3094768.3861609967,1126030.3224196862,1968738.0637413105,522588.78091320035,44716.39637399018,662548.148479232,756587.2295335304,253075.26721889447
135,2021,4477889.247758413,721581.5966794627,4032661.4148698878,1735567.046416804,2297094.3684530836,379982.3510443759,80365.558801849,1110562.7709744468,342261.56053167325,398114.439835165
135,2022,4599348.599211974,485829.4275442625,3868508.617846923,1599923.9313562969,2268584.686490626,479403.6142535662,69054.70182843837,791122.3474045831,715674.9293108466,386162.24864837213
135,2023,4724102.443503407,631746.3621185347,5086309.853482272,2250020.6346269925,2836289.218855279,390688.6563062261,95024.90466956377,786114.8510464588,923804.7356618597,426897.4202611962
136,2021,1540557.8106230013,210890.0822443038,1174070.2662388461,407434.9971257666,766635.2691130795,175521.97654360178,18417.239411575723,357282.91506000684,210062.65385573858,154953.44205519513
136,2022,1670802.8701346,191902.90374907068,1291298.11101418,478670.22688517795,812627.884129002,138927.158041333,23481.81502347033,342538.04465804156,312126.8063514243,107267.20528421267
136,2023,1812059.379791208,249778.01088220472,2037507.6446277294,715956.9334407804,1321550.7111869492,139258.9498949227,37144.98739486804,181682.028704326,329166.90059319796,118498.04623839256
137,2021,3881246.930054814,521841.7716175635,3186103.9777940228,2028344.3719938481,1157759.6058001746,217872.16243680747,189647.43339891336,869818.0259181444,591744.874726586,514294.8791664383
137,2022,3895096.8099381137,224059.8223097181,4011412.2457892885,2336089.985795725,1675322.2599935634,129463.66862202744,206586.1184515852,694106.3700291322,661014.9358221865,515052.5562714623
137,2023,3908996.111869595,341383.2914128363,3296518.504967119,1650708.647949418,1645809.857017701,438952.26899046183,128483.95779496574,764402.6099459792,267009.72476885706,467947.8131372168
138,2021,2715876.4470959296,375425.3611771367,2976800.7975326125,1549043.0465211866,1427757.7510114259,328924.40550253505,94813.88683581482,476694.27479376673,428184.3909611937,220490.99585517615
138,2022,2901745.573964269,296344.75725503813,2544574.134239532,1238574.8355096648,1305999.2987298672,269560.1451360547,67506.73356472047,574362.2193860499,561492.3755843487,262749.21638610435
138,2023,3100335.210397666,296505.7223707318,3228902.662828665,1395265.3488421657,1833637.3139864996,337151.1385883611,90888.10356138906,713891.1120176698,202353.5193844136,302739.60277455783
139,2021,2947926.8693318563,324513.740921445,2613377.9172396646,868284.7107351312,1745093.2065045335,304527.4510585301,32108.48101623965,562506.3927824142,368705.02027366933,214358.35552411675
139,2022,3166650.067810772,349446.7161740725,2278871.039500413,758243.4502560432,1520627.5892443699,434712.1242457702,31090.34886067758,492516.40760257485,386565.63772739377,276312.3439997135
139,2023,3401601.564912201,467386.3423000591,3711865.5825649328,1680374.0165741674,2031491.5659907653,363487.60945986584,78069.14056274854,762074.9536829425,369022.02721958375,296586.46931726113
140,2021,4294245.967401709,528824.9571943638,4668966.225314216,1765047.2177682794,2903919.0075459364,593784.8506977675,77840.65503131942,777663.4568363039,265664.01151128946,337279.1352404683
140,2022,4626428.950425188,626589.0732366636,3549510.202190808,1586142.1117037053,1963368.0904871027,336586.34878394264,66530.48696943522,844596.5314567668,560850.4564640819,412559.83048239484
140,2023,4984308.070802704,468457.07880836114,5138746.999250149,2741530.4009043104,2397216.598345839,536091.0084336335,145219.39677291518,1187737.6713471592,380077.2472937968,413087.99936166056
141,2021,1772005.783631918,188316.5839053254,1229850.6232393149,668579.688386918,561270.9348523968,180083.7891183556,50012.71464114478,313129.01247608545,321588.62998608145,255399.04201376697
141,2022,1686566.3301338842,156950.00328560814,1764167.8886642747,900294.3627484966,863873.5259157781,43978.84529687952,72194.6359185962,384469.53098719893,88254.43842892513,212889.99138984023
